timestamp_iso,task,language,language_version,algo,dataset_file,distribution,n,warmup_runs,rep_idx,time_ms,ok
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,26,0.064,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,27,0.053,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,28,0.047,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,29,0.050,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,0,0.185,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,1,0.204,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,2,0.188,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,3,0.183,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,4,0.798,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,5,0.187,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,6,0.178,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,7,0.176,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,8,0.178,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,9,0.212,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,10,0.188,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,11,0.163,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,12,0.164,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,13,0.167,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,14,0.161,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,15,0.159,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,16,0.159,true
